cube_table,drift_kind,school_name,subject_id,item_id,item_name,subject,grade,cube_students,replay_students,cube_score,replay_score,cube_grade_avg,replay_grade_avg,id_hash_mismatch
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,7b61b1fce534a45fdae58c2a2e449d9a0a514ffa01add688ca260b1ce0684f2d,7598715892,M4W2 Vocabulary Quiz,ELA,Grade 5,18,,1395.0000,,0.956790,,t
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,,Meet in the Middle: Weekly Assessment: Week 1,ELA,Grade 2,16,,158.0000,,0.708520,,t
cube_school_summary,VALUE_DRIFT,Athenian Academy of Technology and the Arts,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,,Meet in the Middle: Weekly Assessment: Week 1,ELA,Grade 2,36,52,370.0000,528.0000,0.735586,0.727273,f
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,7334679341,Meet in the Middle: Weekly Assessment: Week 1,ELA,Grade 2,,16,,158.0000,,0.708520,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,7f89cc611e5d6b8a4772e76b726afa45668f5f3edb1a668746967c7cc7c0db0f,7334679341,Meet in the Middle: Weekly Assessment: Week 1,ELA,Grade 2,16,,158.0000,,0.708520,,t
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,20,,2208.0000,,0.862500,,t
cube_school_summary,VALUE_DRIFT,Athenian Academy of Technology and the Arts,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,36,56,4208.0000,6416.0000,0.913194,0.895089,f
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,8336110460,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,,20,,2208.0000,,0.862500,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,a868cdad50d1254dadf0d67737d23709876629af79045768e4ae5197c54c8d98,8336110460,Module 8 Week 1 Vocabulary Quiz,ELA,Grade 2,20,,2208.0000,,0.862500,,t
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,12/09 8.6 Homework,Math,Grade 4,19,,86.0000,,0.646617,,t
cube_school_summary,VALUE_DRIFT,Athenian Academy of Technology and the Arts,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,,12/09 8.6 Homework,Math,Grade 4,18,37,98.0000,184.0000,0.777778,0.710425,f
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,12/09 8.6 Homework,Math,Grade 4,,19,,86.0000,,0.646617,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,ab9ccf412f84fd6481413b961c8dd491767e0de24845aff4a588d3a793dff593,7624644120,12/09 8.6 Homework,Math,Grade 4,19,,86.0000,,0.646617,,t
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,,Chapter 16,Math,Grade 2,38,,1231.5000,,0.894336,,t
cube_school_summary,VALUE_DRIFT,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,,Chapter 16,Math,Grade 2,15,53,487.0000,1718.5000,0.895221,0.894586,f
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,Chapter 16,Math,Grade 2,,18,,592.0000,,0.899696,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687663925,Chapter 16,Math,Grade 2,18,,592.0000,,0.899696,,t
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,Chapter 16,Math,Grade 2,,20,,639.5000,,0.889430,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,c9c2d7ea91d505b2de51fc1561835d5aa6c6f5750e0e77193fa74e51596899d5,7687678128,Chapter 16,Math,Grade 2,20,,639.5000,,0.889430,,t
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,12/05 8.4 Homework,Math,Grade 4,21,,79.0008,,0.537420,,t
cube_school_summary,VALUE_DRIFT,Athenian Academy of Technology and the Arts,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,,12/05 8.4 Homework,Math,Grade 4,20,41,73.0106,152.0114,0.521504,0.529656,f
cube_school_summary,MISSING_FROM_CUBE,Athenian Academy of Technology and the Arts,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,12/05 8.4 Homework,Math,Grade 4,,21,,79.0008,,0.537420,f
cube_school_summary,STALE_IN_CUBE,Athenian Academy of Technology and the Arts,d33b643b72c6fcb9297c4b32a1e450cd6c75ea742c06b872b9a3a2d4783cde75,7615829935,12/05 8.4 Homework,Math,Grade 4,21,,79.0008,,0.537420,,t
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,20,,346.0000,,0.786364,,t
cube_school_summary,VALUE_DRIFT,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,19,39,326.0000,672.0000,0.795122,0.790588,f
cube_school_summary,MISSING_FROM_CUBE,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,,19,,341.0000,,0.815789,f
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7891846801,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,19,,341.0000,,0.815789,,t
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7997342490,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,1,,5.0000,,0.227273,,t
cube_school_summary,VALUE_DRIFT,Central Florida Preparatory School,07c8e49d5072074c54cfbdb917a6910defa630b9401691850e4426bd67b5f44e,7997342490,Unit 7 Benchmark Test: Working With Electricity,Science,Grade 5,19,20,326.0000,331.0000,0.795122,0.766204,f
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3,17,,218.0000,,0.641176,,t
cube_school_summary,VALUE_DRIFT,Central Florida Preparatory School,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3,20,37,280.0000,498.0000,0.700000,0.672973,f
cube_school_summary,MISSING_FROM_CUBE,Central Florida Preparatory School,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3,,17,,218.0000,,0.641176,f
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,11d010f3e565dca081e3c19cbbf530a3f75c786e02bf3cc53c9c1f3b2fdbbbf1,7891794271,Unit 8 Test: Classifying Plants and Animals,Science,Grade 3,17,,218.0000,,0.641176,,t
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,,Unit 8 Test: Forces and Motion,Science,Grade 2,17,,248.0000,,0.810458,,t
cube_school_summary,VALUE_DRIFT,Central Florida Preparatory School,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,,Unit 8 Test: Forces and Motion,Science,Grade 2,30,47,459.0000,707.0000,0.850000,0.835697,f
cube_school_summary,MISSING_FROM_CUBE,Central Florida Preparatory School,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,Unit 8 Test: Forces and Motion,Science,Grade 2,,17,,248.0000,,0.810458,f
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,4d82ed8f667fe9e0fcfa9ce595aa70d78fef462f764b0b8aedee7ca3addf41f4,7891742813,Unit 8 Test: Forces and Motion,Science,Grade 2,17,,248.0000,,0.810458,,t
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,13,,140.0000,,0.732984,,t
cube_school_summary,VALUE_DRIFT,Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,28,41,249.5000,389.5000,0.772446,0.757782,f
cube_school_summary,MISSING_FROM_CUBE,Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,,13,,140.0000,,0.732984,f
cube_school_summary,STALE_IN_CUBE,Central Florida Preparatory School,a558411fde85105bca87dc87205258bf647f95cdf493e6d86a2fe2f9594c8890,7806926683,Home Sweet Habitat: Weekly Assessment: Week 1,ELA,Grade 2,13,,140.0000,,0.732984,,t
