finding,school,key1,key2,detail1,detail2,detail3
F2_std_summary_zero_poison,Crestwell School,MA.2.NSO.2.4,"",n_ukeys=32,n_missing_cqso=21,avg_shipped=0.2661 avg_correct=0.7742
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.1.1,"",n_ukeys=12,n_missing_cqso=2,avg_shipped=0.6361 avg_correct=0.7634
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.1.2,"",n_ukeys=51,n_missing_cqso=23,avg_shipped=0.4174 avg_correct=0.7603
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.2.2,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4655 avg_correct=0.9310
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.2.3,"",n_ukeys=8,n_missing_cqso=3,avg_shipped=0.5617 avg_correct=0.8987
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.3,"",n_ukeys=10,n_missing_cqso=5,avg_shipped=0.4573 avg_correct=0.9147
F2_std_summary_zero_poison,Crestwell School,MA.3.AR.3.3,"",n_ukeys=8,n_missing_cqso=5,avg_shipped=0.3491 avg_correct=0.9309
F2_std_summary_zero_poison,Crestwell School,MA.3.DP.1.1,"",n_ukeys=17,n_missing_cqso=5,avg_shipped=0.6021 avg_correct=0.8530
F2_std_summary_zero_poison,Crestwell School,MA.3.DP.1.2,"",n_ukeys=15,n_missing_cqso=6,avg_shipped=0.4805 avg_correct=0.8008
F2_std_summary_zero_poison,Crestwell School,MA.3.FR.1.3,"",n_ukeys=7,n_missing_cqso=1,avg_shipped=0.7160 avg_correct=0.8354
F2_std_summary_zero_poison,Crestwell School,MA.3.FR.2.1,"",n_ukeys=12,n_missing_cqso=3,avg_shipped=0.6093 avg_correct=0.8124
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.1,"",n_ukeys=13,n_missing_cqso=5,avg_shipped=0.5312 avg_correct=0.8632
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.1.2,"",n_ukeys=14,n_missing_cqso=5,avg_shipped=0.5114 avg_correct=0.7955
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.1.3,"",n_ukeys=9,n_missing_cqso=2,avg_shipped=0.7017 avg_correct=0.9022
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.2.1,"",n_ukeys=8,n_missing_cqso=1,avg_shipped=0.7102 avg_correct=0.8117
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.2.3,"",n_ukeys=17,n_missing_cqso=3,avg_shipped=0.6988 avg_correct=0.8485
F2_std_summary_zero_poison,Crestwell School,MA.3.GR.2.4,"",n_ukeys=14,n_missing_cqso=2,avg_shipped=0.6555 avg_correct=0.7648
F2_std_summary_zero_poison,Crestwell School,MA.3.M.1.1,"",n_ukeys=4,n_missing_cqso=1,avg_shipped=0.5926 avg_correct=0.7901
F2_std_summary_zero_poison,Crestwell School,MA.3.M.1.2,"",n_ukeys=10,n_missing_cqso=1,avg_shipped=0.7528 avg_correct=0.8364
F2_std_summary_zero_poison,Crestwell School,MA.3.M.2.1,"",n_ukeys=7,n_missing_cqso=1,avg_shipped=0.7063 avg_correct=0.8241
F2_std_summary_zero_poison,Crestwell School,MA.3.M.2.2,"",n_ukeys=16,n_missing_cqso=9,avg_shipped=0.3079 avg_correct=0.7039
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.1.1,"",n_ukeys=5,n_missing_cqso=4,avg_shipped=0.1885 avg_correct=0.9423
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.1.3,"",n_ukeys=5,n_missing_cqso=2,avg_shipped=0.3000 avg_correct=0.5000
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.1.4,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=1.5121 avg_correct=3.0241
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.2.1,"",n_ukeys=41,n_missing_cqso=22,avg_shipped=0.3605 avg_correct=0.7779
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.2.2,"",n_ukeys=55,n_missing_cqso=25,avg_shipped=0.4741 avg_correct=0.8692
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.2.3,"",n_ukeys=18,n_missing_cqso=10,avg_shipped=0.3790 avg_correct=0.8527
F2_std_summary_zero_poison,Crestwell School,MA.3.NSO.2.4,"",n_ukeys=24,n_missing_cqso=7,avg_shipped=0.6193 avg_correct=0.8743
F2_std_summary_zero_poison,Crestwell School,MA.4.AR.1.1,"",n_ukeys=16,n_missing_cqso=5,avg_shipped=0.4440 avg_correct=0.6458
F2_std_summary_zero_poison,Crestwell School,MA.4.AR.1.2,"",n_ukeys=9,n_missing_cqso=1,avg_shipped=0.8041 avg_correct=0.9046
F2_std_summary_zero_poison,Crestwell School,MA.4.AR.1.3,"",n_ukeys=12,n_missing_cqso=2,avg_shipped=0.5148 avg_correct=0.6178
F2_std_summary_zero_poison,Crestwell School,MA.4.AR.2.1,"",n_ukeys=5,n_missing_cqso=2,avg_shipped=0.4625 avg_correct=0.7709
F2_std_summary_zero_poison,Crestwell School,MA.4.AR.3.1,"",n_ukeys=19,n_missing_cqso=8,avg_shipped=0.4662 avg_correct=0.8053
F2_std_summary_zero_poison,Crestwell School,MA.4.DP.1.2,"",n_ukeys=9,n_missing_cqso=4,avg_shipped=0.4235 avg_correct=0.7622
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.1.1,"",n_ukeys=6,n_missing_cqso=4,avg_shipped=0.2917 avg_correct=0.8750
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.1.2,"",n_ukeys=4,n_missing_cqso=2,avg_shipped=0.4625 avg_correct=0.9250
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.1.3,"",n_ukeys=20,n_missing_cqso=7,avg_shipped=0.5292 avg_correct=0.8142
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.1.4,"",n_ukeys=20,n_missing_cqso=7,avg_shipped=0.4574 avg_correct=0.7037
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.2.2,"",n_ukeys=10,n_missing_cqso=2,avg_shipped=0.6620 avg_correct=0.8275
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.2.3,"",n_ukeys=4,n_missing_cqso=3,avg_shipped=0.2250 avg_correct=0.9000
F2_std_summary_zero_poison,Crestwell School,MA.4.FR.2.4,"",n_ukeys=12,n_missing_cqso=2,avg_shipped=0.6833 avg_correct=0.8200
F2_std_summary_zero_poison,Crestwell School,MA.4.GR.1,"",n_ukeys=12,n_missing_cqso=6,avg_shipped=0.4227 avg_correct=0.8454
F2_std_summary_zero_poison,Crestwell School,MA.4.GR.1.3,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.7392 avg_correct=0.8871
F2_std_summary_zero_poison,Crestwell School,MA.4.GR.2.1,"",n_ukeys=12,n_missing_cqso=4,avg_shipped=0.4709 avg_correct=0.7063
F2_std_summary_zero_poison,Crestwell School,MA.4.GR.2.2,"",n_ukeys=4,n_missing_cqso=1,avg_shipped=0.5441 avg_correct=0.7255
F2_std_summary_zero_poison,Crestwell School,MA.4.M.1.2,"",n_ukeys=21,n_missing_cqso=8,avg_shipped=0.4673 avg_correct=0.7548
F2_std_summary_zero_poison,Crestwell School,MA.4.M.2.1,"",n_ukeys=8,n_missing_cqso=4,avg_shipped=0.3688 avg_correct=0.7375
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.1.5,"",n_ukeys=7,n_missing_cqso=3,avg_shipped=0.5048 avg_correct=0.8833
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.2,"",n_ukeys=34,n_missing_cqso=11,avg_shipped=0.5623 avg_correct=0.8312
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.2.1,"",n_ukeys=18,n_missing_cqso=8,avg_shipped=0.4778 avg_correct=0.8600
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.2.2,"",n_ukeys=23,n_missing_cqso=12,avg_shipped=0.3796 avg_correct=0.7937
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.2.5,"",n_ukeys=19,n_missing_cqso=7,avg_shipped=0.4532 avg_correct=0.7176
F2_std_summary_zero_poison,Crestwell School,MA.4.NSO.2.7,"",n_ukeys=7,n_missing_cqso=1,avg_shipped=0.6762 avg_correct=0.7889
F2_std_summary_zero_poison,Crestwell School,MA.5.AR.1.1,"",n_ukeys=4,n_missing_cqso=2,avg_shipped=0.2885 avg_correct=0.5769
F2_std_summary_zero_poison,Crestwell School,MA.5.AR.1.2,"",n_ukeys=14,n_missing_cqso=2,avg_shipped=0.5961 avg_correct=0.6955
F2_std_summary_zero_poison,Crestwell School,MA.5.AR.2.2,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.7333 avg_correct=0.8800
F2_std_summary_zero_poison,Crestwell School,MA.5.AR.3.2,"",n_ukeys=6,n_missing_cqso=2,avg_shipped=0.6667 avg_correct=1.0000
F2_std_summary_zero_poison,Crestwell School,MA.5.DP.1.2,"",n_ukeys=13,n_missing_cqso=6,avg_shipped=0.4186 avg_correct=0.7774
F2_std_summary_zero_poison,Crestwell School,MA.5.FR.2.1,"",n_ukeys=29,n_missing_cqso=7,avg_shipped=0.4866 avg_correct=0.6414
F2_std_summary_zero_poison,Crestwell School,MA.5.FR.2.2,"",n_ukeys=12,n_missing_cqso=2,avg_shipped=0.5895 avg_correct=0.7074
F2_std_summary_zero_poison,Crestwell School,MA.5.FR.2.3,"",n_ukeys=7,n_missing_cqso=4,avg_shipped=0.3483 avg_correct=0.8128
F2_std_summary_zero_poison,Crestwell School,MA.5.GR.1,"",n_ukeys=11,n_missing_cqso=3,avg_shipped=0.5303 avg_correct=0.7292
F2_std_summary_zero_poison,Crestwell School,MA.5.GR.1.2,"",n_ukeys=5,n_missing_cqso=3,avg_shipped=0.3846 avg_correct=0.9615
F2_std_summary_zero_poison,Crestwell School,MA.5.GR.3,"",n_ukeys=12,n_missing_cqso=4,avg_shipped=0.4637 avg_correct=0.6955
F2_std_summary_zero_poison,Crestwell School,MA.5.M.2.1,"",n_ukeys=8,n_missing_cqso=3,avg_shipped=0.5222 avg_correct=0.8355
F2_std_summary_zero_poison,Crestwell School,MA.5.MAFS.5.NBT.2.7,"",n_ukeys=3,n_missing_cqso=2,avg_shipped=0.3004 avg_correct=0.9012
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.1,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.7407 avg_correct=0.8889
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.1.1,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4074 avg_correct=0.8148
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.1.5,"",n_ukeys=5,n_missing_cqso=2,avg_shipped=0.5457 avg_correct=0.9095
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.2,"",n_ukeys=14,n_missing_cqso=4,avg_shipped=0.5847 avg_correct=0.8186
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.2.3,"",n_ukeys=14,n_missing_cqso=5,avg_shipped=0.6197 avg_correct=0.9640
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.2.4,"",n_ukeys=43,n_missing_cqso=14,avg_shipped=0.5928 avg_correct=0.8790
F2_std_summary_zero_poison,Crestwell School,MA.5.NSO.2.5,"",n_ukeys=10,n_missing_cqso=4,avg_shipped=0.5203 avg_correct=0.8672
F2_std_summary_zero_poison,Crestwell School,MA.K.AR.1.1,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4653 avg_correct=0.9306
F2_std_summary_zero_poison,Crestwell School,MA.K.AR.1.2,"",n_ukeys=22,n_missing_cqso=4,avg_shipped=0.7386 avg_correct=0.9027
F2_std_summary_zero_poison,Crestwell School,MA.K.AR.1.3,"",n_ukeys=11,n_missing_cqso=2,avg_shipped=0.7835 avg_correct=0.9577
F2_std_summary_zero_poison,Crestwell School,MA.K.AR.2.1,"",n_ukeys=15,n_missing_cqso=2,avg_shipped=0.8089 avg_correct=0.9334
F2_std_summary_zero_poison,Crestwell School,MA.K.NSO.1.1,"",n_ukeys=40,n_missing_cqso=8,avg_shipped=0.7244 avg_correct=0.9056
F2_std_summary_zero_poison,Crestwell School,MA.K.NSO.1.2,"",n_ukeys=21,n_missing_cqso=5,avg_shipped=0.6833 avg_correct=0.8968
F2_std_summary_zero_poison,Crestwell School,MA.K.NSO.2.1,"",n_ukeys=20,n_missing_cqso=2,avg_shipped=0.7771 avg_correct=0.8635
F2_std_summary_zero_poison,Crestwell School,MA.K.NSO.2.2,"",n_ukeys=20,n_missing_cqso=9,avg_shipped=0.5033 avg_correct=0.9152
F2_std_summary_zero_poison,Crestwell School,MA.K.NSO.3.1,"",n_ukeys=36,n_missing_cqso=5,avg_shipped=0.8213 avg_correct=0.9538
F2_std_summary_zero_poison,Crestwell School,Other,"",n_ukeys=25,n_missing_cqso=8,avg_shipped=0.5170 avg_correct=0.8402
F2_std_summary_zero_poison,Crestwell School,SC.4.N.1.4,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.4915 avg_correct=0.5898
F2_std_summary_zero_poison,Crestwell School,SCI.4.SC.4.P.10.3,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.4389 avg_correct=0.5267
F3_cus_label_drift,Athenian Academy of Technology and the Arts,7625334305,Science CW FSSA book matter #1,dim=Science/Grade 5,cus=Science/Grade 4,rows=38
F3_cus_label_drift,Central Florida Preparatory School,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,dim=ELA/Grade 2,cus=ELA/Grade 3,rows=179
F3_cus_label_drift,Central Florida Preparatory School,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,dim=ELA/Grade 2,cus=ELA/Grade 3,rows=117
F3_cus_label_drift,Central Florida Preparatory School,8362776921,Topic 8,dim=HS Algebra I/Regular 9–12,cus=HS Algebra I/Higher-Ed,rows=18
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7334633943,"Now You See It, Now You Don't: Weekly Assessment: Week 2",dim=ELA/Grade 1,dqd=ELA/Grade K,rows=22
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7337899774,Happy Healthy Me: Weekly Assessment: Week 3,dim=ELA/Grade 1,dqd=ELA/Grade K,rows=36
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7625334305,Science CW FSSA book matter #1,dim=Science/Grade 5,dqd=Science/Grade 4,rows=9
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7696812668,Unit 3 Lesson 3 Quiz,dim=Science/Grade 1,dqd=Social Studies/Grade 1,rows=4
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7701493741,Unit 3 Lesson 3 Quiz,dim=Science/Grade 1,dqd=Social Studies/Grade 1,rows=4
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7789287431,M7W2 Vocabulary Quiz,dim=ELA/Grade 3,dqd=Math/Grade 3,rows=9
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7799442022,Module Assessment: Home of the Free and the Brave,dim=ELA/Grade K,dqd=ELA/Grade 1,rows=30
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,7892346412,Through an Animal?s Eyes Unit Test,dim=ELA/Grade 8,dqd=ELA/Grade 6,rows=50
F3_dqd_label_drift,Athenian Academy of Technology and the Arts,8342066250,Module Assessment: Zoom In!,dim=ELA/Grade K,dqd=ELA/Grade 1,rows=23
F3_dqd_label_drift,Central Florida Preparatory School,7816901887,Home Sweet Habitat: Weekly Assessment: Week 3,dim=ELA/Grade 2,dqd=ELA/Grade 3,rows=14
F3_dqd_label_drift,Central Florida Preparatory School,7823076023,Home Sweet Habitat: Weekly Assessment: Week 3,dim=ELA/Grade 2,dqd=ELA/Grade 3,rows=9
F3_dqd_label_drift,Central Florida Preparatory School,7961332573,Investigation Assessment 1: Modeling Motion,dim=HS Physics/Higher-Ed,dqd=Science/Higher-Ed,rows=21
F3_dqd_label_drift,Central Florida Preparatory School,7964004497,Topic 1,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=27
F3_dqd_label_drift,Central Florida Preparatory School,7964150311,Unit 1 Part 1,dim=HS English I/Regular 9–12,dqd=ELA/Regular 9–12,rows=30
F3_dqd_label_drift,Central Florida Preparatory School,7964150370,Unit 1 Part 2,dim=HS English I/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,7964160815,Unit 1 Part 1,dim=HS English II/Regular 9–12,dqd=ELA/Regular 9–12,rows=31
F3_dqd_label_drift,Central Florida Preparatory School,7964160840,Unit 1 Part 2,dim=HS English II/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,7964173973,Unit 1 Part 1,dim=HS English III/Regular 9–12,dqd=ELA/Regular 9–12,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,7964174019,Unit 1 Part 2,dim=HS English III/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,7964191435,Unit 1 Part 1,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,7964191457,Unit 1 Part 2,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8057835840,Topic 1,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=35
F3_dqd_label_drift,Central Florida Preparatory School,8089389994,Topic 2,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=21
F3_dqd_label_drift,Central Florida Preparatory School,8089390287,Topic 2,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=32
F3_dqd_label_drift,Central Florida Preparatory School,8089937013,Topic 2,dim=HS Alegra II/Higher-Ed,dqd=Math/Higher-Ed,rows=26
F3_dqd_label_drift,Central Florida Preparatory School,8102307636,Unit 2 part 1,dim=HS English I/Regular 9–12,dqd=ELA/Regular 9–12,rows=52
F3_dqd_label_drift,Central Florida Preparatory School,8102309491,Unit 2 Part 1,dim=HS English III/Regular 9–12,dqd=ELA/Regular 9–12,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8102309497,Unit 2 Part 2,dim=HS English III/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8118215773,Topic 4: The Americas (Prehistory?A.D. 1570),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=20
F3_dqd_label_drift,Central Florida Preparatory School,8154778691,Unit 2 Part 1,dim=HS English II/Regular 9–12,dqd=ELA/Regular 9–12,rows=33
F3_dqd_label_drift,Central Florida Preparatory School,8157335558,Topic 3,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=20
F3_dqd_label_drift,Central Florida Preparatory School,8161436131,Mid-Year Test,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=45
F3_dqd_label_drift,Central Florida Preparatory School,8162249855,Mid-Year Test,dim=HS Honors English II/Higher-Ed,dqd=ELA/Higher-Ed,rows=46
F3_dqd_label_drift,Central Florida Preparatory School,8162251651,Mid year test,dim=HS Honors English III/Higher-Ed,dqd=ELA/Higher-Ed,rows=44
F3_dqd_label_drift,Central Florida Preparatory School,8162253672,Mid-Year Test,dim=HS Honors English IV/Higher-Ed,dqd=ELA/Higher-Ed,rows=45
F3_dqd_label_drift,Central Florida Preparatory School,8195374562,Unit 2 Pat 1,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8195374577,Unit 2 Part 2,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8195472161,Unit 2 Part 1,dim=HS Honors English III/Higher-Ed,dqd=ELA/Higher-Ed,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8195472186,Unit 2 Part 2,dim=HS Honors English III/Higher-Ed,dqd=ELA/Higher-Ed,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8199772451,Unit 2 Pat 1,dim=HS Honors English IV/Higher-Ed,dqd=ELA/Higher-Ed,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8199772510,Unit 2 Part 2,dim=HS Honors English IV/Higher-Ed,dqd=ELA/Higher-Ed,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8203499258,Investigation Assessment 2: Forces,dim=HS Physics/Higher-Ed,dqd=Science/Higher-Ed,rows=15
F3_dqd_label_drift,Central Florida Preparatory School,8216300987,Topic 3,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8216302399,Topic 3 Assessment A,dim=HS Honors Algebra I/Higher-Ed,dqd=Math/Higher-Ed,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8228272353,Topic 5: The Renaissance and Reformation (1300?1650),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8245486014,Topic 4,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=18
F3_dqd_label_drift,Central Florida Preparatory School,8249955742,Investigation Assessments 3: Gravitational Forces,dim=HS Physics/Higher-Ed,dqd=Science/Higher-Ed,rows=65
F3_dqd_label_drift,Central Florida Preparatory School,8249969314,Topic 4,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=20
F3_dqd_label_drift,Central Florida Preparatory School,8259446640,Topic 3,dim=HS Honors Algebra II/Higher-Ed,dqd=Math/Higher-Ed,rows=26
F3_dqd_label_drift,Central Florida Preparatory School,8259495227,Topic 3,dim=HS Alegra II/Higher-Ed,dqd=Math/Higher-Ed,rows=28
F3_dqd_label_drift,Central Florida Preparatory School,8261346599,Topic 2,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=39
F3_dqd_label_drift,Central Florida Preparatory School,8270674719,Topic 5,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=30
F3_dqd_label_drift,Central Florida Preparatory School,8273818985,Topic 6: New Global Connections (1415?1796),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8276471768,Topic 5,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=23
F3_dqd_label_drift,Central Florida Preparatory School,8281483482,Unit 3 Part 1,dim=HS Honors English III/Higher-Ed,dqd=ELA/Higher-Ed,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8281483542,Unit 3 Part 2,dim=HS Honors English III/Higher-Ed,dqd=ELA/Higher-Ed,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8283875834,Investigation 4: Electric Forces,dim=HS Physics/Higher-Ed,dqd=Science/Higher-Ed,rows=71
F3_dqd_label_drift,Central Florida Preparatory School,8286339438,Topic 4,dim=HS Alegra II/Higher-Ed,dqd=Math/Higher-Ed,rows=19
F3_dqd_label_drift,Central Florida Preparatory School,8288325025,Unit 3 Part 1,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8288325295,Unit 3 Part 1,dim=HS Honors English IV/Higher-Ed,dqd=ELA/Higher-Ed,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8289907436,Topic 6,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=31
F3_dqd_label_drift,Central Florida Preparatory School,8289910221,Unit 3 Part 2,dim=HS English IV/Regular 9–12,dqd=ELA/Regular 9–12,rows=6
F3_dqd_label_drift,Central Florida Preparatory School,8289910571,Unit 3 Part 2,dim=HS Honors English IV/Higher-Ed,dqd=ELA/Higher-Ed,rows=6
F3_dqd_label_drift,Central Florida Preparatory School,8291223663,Topic 3,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=48
F3_dqd_label_drift,Central Florida Preparatory School,8323376256,Unit 3 Part 1,dim=HS English II/Regular 9–12,dqd=ELA/Regular 9–12,rows=33
F3_dqd_label_drift,Central Florida Preparatory School,8323376260,Unit 3 Part 2,dim=HS English II/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8326782298,Unit 3 Part 1,dim=HS English I/Regular 9–12,dqd=ELA/Regular 9–12,rows=32
F3_dqd_label_drift,Central Florida Preparatory School,8326782311,Unit 3 Part 2,dim=HS English I/Regular 9–12,dqd=ELA/Regular 9–12,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8326852201,Topic 7: Absolutism and Revolution,dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=26
F3_dqd_label_drift,Central Florida Preparatory School,8330395855,Topic 5,dim=HS Alegra II/Higher-Ed,dqd=Math/Higher-Ed,rows=23
F3_dqd_label_drift,Central Florida Preparatory School,8331681508,Topic 7,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=28
F3_dqd_label_drift,Central Florida Preparatory School,8331872167,Investigation 7: Energy,dim=HS Physics/Higher-Ed,dqd=Science/Higher-Ed,rows=78
F3_dqd_label_drift,Central Florida Preparatory School,8332051196,Topic 4,dim=HS Honors Algebra II/Higher-Ed,dqd=Math/Higher-Ed,rows=19
F3_dqd_label_drift,Central Florida Preparatory School,8332619471,Topic 7,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=36
F3_dqd_label_drift,Central Florida Preparatory School,8334685138,Topic 4,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=38
F3_dqd_label_drift,Central Florida Preparatory School,8335566941,Topic 5,dim=HS Honors Algebra I/Higher-Ed,dqd=Math/Higher-Ed,rows=23
F3_dqd_label_drift,Central Florida Preparatory School,8339413167,Unit 3 Part 1,dim=HS Honors English II/Higher-Ed,dqd=ELA/Higher-Ed,rows=33
F3_dqd_label_drift,Central Florida Preparatory School,8339413189,Unit 3 Part 2,dim=HS Honors English II/Higher-Ed,dqd=ELA/Higher-Ed,rows=5
F3_dqd_label_drift,Central Florida Preparatory School,8341129775,Topic 8,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=16
F3_dqd_label_drift,Central Florida Preparatory School,8341726127,Topic 8: The Industrial Revolution (1750?1914),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=23
F3_dqd_label_drift,Central Florida Preparatory School,8347030584,Topic 8: Sectionalism and Civil War (1820-1865),dim=History/Grade 8,dqd=Civics/Grade 7,rows=20
F3_dqd_label_drift,Central Florida Preparatory School,8347031150,Topic 8: Postwar America (1945?1960),dim=HS United States History/Higher-Ed,dqd=ELA/Higher-Ed,rows=31
F3_dqd_label_drift,Central Florida Preparatory School,8355591256,Topic 9,dim=HS Geometry/Regular 9–12,dqd=Math/Regular 9–12,rows=22
F3_dqd_label_drift,Central Florida Preparatory School,8362776921,Topic 8,dim=HS Algebra I/Regular 9–12,dqd=Math/Regular 9–12,rows=35
F3_dqd_label_drift,Central Florida Preparatory School,8362777143,Topic 5,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=44
F3_dqd_label_drift,Central Florida Preparatory School,8368439603,Topic 9: Civil Rights and Reform in the 1960s (1945–1968),dim=HS United States History/Higher-Ed,dqd=ELA/Higher-Ed,rows=24
F3_dqd_label_drift,Central Florida Preparatory School,8369992661,Topic 6,dim=HS Economics/Higher-Ed,dqd=History/Higher-Ed,rows=41
F3_dqd_label_drift,Central Florida Preparatory School,8369994919,Topic 9: Nationalism and the Spread of Democracy (1790–1914),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=25
F3_dqd_label_drift,Central Florida Preparatory School,8373837481,Topic 10: The Age of Imperialism (1800–1914),dim=HS World History/Higher-Ed,dqd=History/Higher-Ed,rows=24
