finding,school,key1,key2,detail1,detail2,detail3
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Alegra II,Higher-Ed,dqd_rows_with_slicer_label=0,901,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Algebra I,Regular 9–12,dqd_rows_with_slicer_label=0,3718,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Algebra I,Higher-Ed,dqd_rows_with_slicer_label=0,3718,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Economics,Higher-Ed,dqd_rows_with_slicer_label=0,2296,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS English I,Regular 9–12,dqd_rows_with_slicer_label=0,2402,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS English II,Regular 9–12,dqd_rows_with_slicer_label=0,775,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS English III,Regular 9–12,dqd_rows_with_slicer_label=0,565,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS English IV,Regular 9–12,dqd_rows_with_slicer_label=0,402,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Geometry,Regular 9–12,dqd_rows_with_slicer_label=0,2013,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Honors Algebra II,Higher-Ed,dqd_rows_with_slicer_label=0,161,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Honors English II,Higher-Ed,dqd_rows_with_slicer_label=0,588,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Honors English III,Higher-Ed,dqd_rows_with_slicer_label=0,309,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Honors English IV,Higher-Ed,dqd_rows_with_slicer_label=0,630,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS Physics,Higher-Ed,dqd_rows_with_slicer_label=0,3772,""
F1_ytd_subject_label_gap,Central Florida Preparatory School,HS World History,Higher-Ed,dqd_rows_with_slicer_label=0,2290,""
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.1.1,"",n_ukeys=30,n_missing_cqso=12,avg_shipped=0.5385 avg_correct=0.8974
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.1.3,"",n_ukeys=25,n_missing_cqso=9,avg_shipped=0.4699 avg_correct=0.7342
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.2.4,"",n_ukeys=27,n_missing_cqso=2,avg_shipped=0.7115 avg_correct=0.7684
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.2.6,"",n_ukeys=32,n_missing_cqso=2,avg_shipped=0.7023 avg_correct=0.7491
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.3.1,"",n_ukeys=42,n_missing_cqso=14,avg_shipped=0.4416 avg_correct=0.6624
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.4.1,"",n_ukeys=6,n_missing_cqso=2,avg_shipped=0.3946 avg_correct=0.5919
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.5.4,"",n_ukeys=6,n_missing_cqso=1,avg_shipped=0.5042 avg_correct=0.6051
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.AR.9.1,"",n_ukeys=28,n_missing_cqso=2,avg_shipped=0.7425 avg_correct=0.7997
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.DP.2.4,"",n_ukeys=15,n_missing_cqso=7,avg_shipped=0.3787 avg_correct=0.7101
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.F.1.2,"",n_ukeys=20,n_missing_cqso=5,avg_shipped=0.5844 avg_correct=0.7792
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.FL.3.2,"",n_ukeys=8,n_missing_cqso=3,avg_shipped=0.3644 avg_correct=0.5831
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,AI.MA.912.NSO.1.2,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4125 avg_correct=0.8250
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.C.3.1,"",n_ukeys=227,n_missing_cqso=1,avg_shipped=0.7040 avg_correct=0.7071
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.R.2.1,"",n_ukeys=81,n_missing_cqso=7,avg_shipped=0.6489 avg_correct=0.7103
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.R.2.2,"",n_ukeys=52,n_missing_cqso=2,avg_shipped=0.6569 avg_correct=0.6831
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.R.2.3,"",n_ukeys=40,n_missing_cqso=1,avg_shipped=0.6618 avg_correct=0.6788
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.R.2.4,"",n_ukeys=43,n_missing_cqso=1,avg_shipped=0.6601 avg_correct=0.6758
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.R.3.2.a,"",n_ukeys=11,n_missing_cqso=1,avg_shipped=0.6249 avg_correct=0.6874
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.V.1.2,"",n_ukeys=65,n_missing_cqso=1,avg_shipped=0.7855 avg_correct=0.7977
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.2.V.1.3,"",n_ukeys=128,n_missing_cqso=2,avg_shipped=0.7670 avg_correct=0.7792
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.C.3.1,"",n_ukeys=211,n_missing_cqso=4,avg_shipped=0.7863 avg_correct=0.8015
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.1.1,"",n_ukeys=130,n_missing_cqso=4,avg_shipped=0.8075 avg_correct=0.8332
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.1.3,"",n_ukeys=48,n_missing_cqso=7,avg_shipped=0.6741 avg_correct=0.7892
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.1.4,"",n_ukeys=8,n_missing_cqso=1,avg_shipped=0.5407 avg_correct=0.6179
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.2.1,"",n_ukeys=83,n_missing_cqso=2,avg_shipped=0.6915 avg_correct=0.7086
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.2.3,"",n_ukeys=38,n_missing_cqso=1,avg_shipped=0.7474 avg_correct=0.7676
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.3.1,"",n_ukeys=22,n_missing_cqso=1,avg_shipped=0.7796 avg_correct=0.8575
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.R.3.3,"",n_ukeys=7,n_missing_cqso=4,avg_shipped=0.2078 avg_correct=0.4848
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.V.1.2,"",n_ukeys=75,n_missing_cqso=3,avg_shipped=0.8152 avg_correct=0.8491
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.3.V.1.3,"",n_ukeys=112,n_missing_cqso=3,avg_shipped=0.8077 avg_correct=0.8299
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.C.3.1,"",n_ukeys=198,n_missing_cqso=3,avg_shipped=0.7536 avg_correct=0.7652
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.1.1,"",n_ukeys=150,n_missing_cqso=8,avg_shipped=0.7634 avg_correct=0.8064
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.1.2,"",n_ukeys=46,n_missing_cqso=1,avg_shipped=0.8094 avg_correct=0.8274
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.1.3,"",n_ukeys=18,n_missing_cqso=2,avg_shipped=0.7526 avg_correct=0.8467
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.2.1,"",n_ukeys=89,n_missing_cqso=4,avg_shipped=0.7284 avg_correct=0.7627
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.2.3,"",n_ukeys=16,n_missing_cqso=1,avg_shipped=0.7282 avg_correct=0.7767
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.2.4,"",n_ukeys=28,n_missing_cqso=2,avg_shipped=0.6740 avg_correct=0.7259
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.R.3.1,"",n_ukeys=75,n_missing_cqso=2,avg_shipped=0.7044 avg_correct=0.7237
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.V.1.2,"",n_ukeys=66,n_missing_cqso=1,avg_shipped=0.7475 avg_correct=0.7590
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.4.V.1.3,"",n_ukeys=108,n_missing_cqso=1,avg_shipped=0.7782 avg_correct=0.7855
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.C.3.1,"",n_ukeys=195,n_missing_cqso=5,avg_shipped=0.8182 avg_correct=0.8397
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.1.1,"",n_ukeys=75,n_missing_cqso=1,avg_shipped=0.7675 avg_correct=0.7779
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.1.3,"",n_ukeys=35,n_missing_cqso=3,avg_shipped=0.7303 avg_correct=0.7987
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.2.1,"",n_ukeys=91,n_missing_cqso=6,avg_shipped=0.6802 avg_correct=0.7282
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.2.2,"",n_ukeys=149,n_missing_cqso=1,avg_shipped=0.7941 avg_correct=0.7995
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.2.4,"",n_ukeys=31,n_missing_cqso=4,avg_shipped=0.7314 avg_correct=0.8397
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.R.3.1,"",n_ukeys=32,n_missing_cqso=1,avg_shipped=0.7493 avg_correct=0.7735
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.V.1.2,"",n_ukeys=60,n_missing_cqso=2,avg_shipped=0.7796 avg_correct=0.8065
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.5.V.1.3,"",n_ukeys=119,n_missing_cqso=3,avg_shipped=0.8172 avg_correct=0.8383
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.1,"",n_ukeys=46,n_missing_cqso=2,avg_shipped=0.7395 avg_correct=0.7731
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.1.1,"",n_ukeys=123,n_missing_cqso=16,avg_shipped=0.6029 avg_correct=0.6931
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.1.3,"",n_ukeys=63,n_missing_cqso=4,avg_shipped=0.7090 avg_correct=0.7570
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.1.4,"",n_ukeys=41,n_missing_cqso=1,avg_shipped=0.7199 avg_correct=0.7379
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.2.1,"",n_ukeys=126,n_missing_cqso=8,avg_shipped=0.6631 avg_correct=0.7081
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.2.2,"",n_ukeys=87,n_missing_cqso=8,avg_shipped=0.6752 avg_correct=0.7436
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.2.3,"",n_ukeys=67,n_missing_cqso=9,avg_shipped=0.6180 avg_correct=0.7139
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.2.4,"",n_ukeys=45,n_missing_cqso=6,avg_shipped=0.5981 avg_correct=0.6901
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.3.1,"",n_ukeys=39,n_missing_cqso=2,avg_shipped=0.7133 avg_correct=0.7518
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.R.3.3,"",n_ukeys=34,n_missing_cqso=12,avg_shipped=0.3516 avg_correct=0.5434
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.6.V.1.3,"",n_ukeys=44,n_missing_cqso=2,avg_shipped=0.6736 avg_correct=0.7056
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.1,"",n_ukeys=150,n_missing_cqso=16,avg_shipped=0.6421 avg_correct=0.7188
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.1.2,"",n_ukeys=60,n_missing_cqso=4,avg_shipped=0.6161 avg_correct=0.6601
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.1.4,"",n_ukeys=98,n_missing_cqso=4,avg_shipped=0.6501 avg_correct=0.6778
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.2,"",n_ukeys=62,n_missing_cqso=8,avg_shipped=0.6182 avg_correct=0.7098
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.2.1,"",n_ukeys=99,n_missing_cqso=6,avg_shipped=0.6550 avg_correct=0.6972
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.2.4,"",n_ukeys=46,n_missing_cqso=4,avg_shipped=0.6271 avg_correct=0.6869
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.3.1,"",n_ukeys=60,n_missing_cqso=2,avg_shipped=0.6717 avg_correct=0.6949
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.3.3,"",n_ukeys=31,n_missing_cqso=4,avg_shipped=0.6434 avg_correct=0.7387
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.7.R.3.4,"",n_ukeys=32,n_missing_cqso=4,avg_shipped=0.6453 avg_correct=0.7375
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.1.1,"",n_ukeys=153,n_missing_cqso=23,avg_shipped=0.6714 avg_correct=0.7902
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.1.2,"",n_ukeys=44,n_missing_cqso=1,avg_shipped=0.7476 avg_correct=0.7649
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.1.3,"",n_ukeys=52,n_missing_cqso=2,avg_shipped=0.7573 avg_correct=0.7876
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.1.4,"",n_ukeys=117,n_missing_cqso=12,avg_shipped=0.6356 avg_correct=0.7082
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.2,"",n_ukeys=62,n_missing_cqso=11,avg_shipped=0.6001 avg_correct=0.7295
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.2.1,"",n_ukeys=116,n_missing_cqso=16,avg_shipped=0.6306 avg_correct=0.7315
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.8.R.3.1,"",n_ukeys=43,n_missing_cqso=5,avg_shipped=0.6451 avg_correct=0.7300
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.K12.EE.1.1,"",n_ukeys=409,n_missing_cqso=9,avg_shipped=0.6519 avg_correct=0.6666
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.K12.EE.2.1,"",n_ukeys=50,n_missing_cqso=8,avg_shipped=0.7235 avg_correct=0.8613
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.K12.EE.3.1,"",n_ukeys=384,n_missing_cqso=2,avg_shipped=0.7576 avg_correct=0.7615
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.K.F.1.4,"",n_ukeys=483,n_missing_cqso=6,avg_shipped=0.8981 avg_correct=0.9094
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,ELA.K.R.1.1,"",n_ukeys=102,n_missing_cqso=4,avg_shipped=0.7804 avg_correct=0.8123
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.AR.1.1,"",n_ukeys=88,n_missing_cqso=17,avg_shipped=0.6844 avg_correct=0.8483
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.AR.1.2,"",n_ukeys=73,n_missing_cqso=16,avg_shipped=0.6525 avg_correct=0.8357
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.AR.2.1,"",n_ukeys=30,n_missing_cqso=14,avg_shipped=0.4333 avg_correct=0.8125
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.AR.2.3,"",n_ukeys=56,n_missing_cqso=14,avg_shipped=0.6263 avg_correct=0.8351
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.DP.1,"",n_ukeys=64,n_missing_cqso=19,avg_shipped=0.6254 avg_correct=0.8894
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.DP.1.1,"",n_ukeys=18,n_missing_cqso=4,avg_shipped=0.6881 avg_correct=0.8847
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.GR.1,"",n_ukeys=15,n_missing_cqso=2,avg_shipped=0.8165 avg_correct=0.9421
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.GR.1.1,"",n_ukeys=51,n_missing_cqso=9,avg_shipped=0.7137 avg_correct=0.8666
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.GR.1.3,"",n_ukeys=62,n_missing_cqso=6,avg_shipped=0.7972 avg_correct=0.8826
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.M.1.1,"",n_ukeys=30,n_missing_cqso=1,avg_shipped=0.8453 avg_correct=0.8745
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.M.1.2,"",n_ukeys=18,n_missing_cqso=7,avg_shipped=0.5103 avg_correct=0.8351
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.M.2.3,"",n_ukeys=33,n_missing_cqso=6,avg_shipped=0.6991 avg_correct=0.8544
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.MAFS.1.NBT.1.1,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.5932 avg_correct=0.7910
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.MAFS.1.NBT.2.3,"",n_ukeys=17,n_missing_cqso=1,avg_shipped=0.7002 avg_correct=0.7440
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.MAFS.1.OA.1.1,"",n_ukeys=24,n_missing_cqso=2,avg_shipped=0.8010 avg_correct=0.8739
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.MAFS.1.OA.2.3,"",n_ukeys=43,n_missing_cqso=14,avg_shipped=0.5891 avg_correct=0.8735
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.1.1,"",n_ukeys=72,n_missing_cqso=19,avg_shipped=0.5930 avg_correct=0.8056
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.1.2,"",n_ukeys=21,n_missing_cqso=2,avg_shipped=0.7889 avg_correct=0.8719
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.1.3,"",n_ukeys=22,n_missing_cqso=3,avg_shipped=0.6863 avg_correct=0.7947
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.1.4,"",n_ukeys=44,n_missing_cqso=4,avg_shipped=0.7044 avg_correct=0.7749
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.2,"",n_ukeys=19,n_missing_cqso=9,avg_shipped=0.4401 avg_correct=0.8362
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.2.1,"",n_ukeys=49,n_missing_cqso=18,avg_shipped=0.5302 avg_correct=0.8380
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.2.2,"",n_ukeys=247,n_missing_cqso=71,avg_shipped=0.6065 avg_correct=0.8511
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.1.NSO.2.3,"",n_ukeys=34,n_missing_cqso=9,avg_shipped=0.5096 avg_correct=0.6931
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.AR.1.1,"",n_ukeys=22,n_missing_cqso=5,avg_shipped=0.5907 avg_correct=0.7645
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.AR.2.1,"",n_ukeys=22,n_missing_cqso=4,avg_shipped=0.5952 avg_correct=0.7274
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.AR.2.2,"",n_ukeys=77,n_missing_cqso=12,avg_shipped=0.6193 avg_correct=0.7337
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.AR.3.2,"",n_ukeys=22,n_missing_cqso=2,avg_shipped=0.8160 avg_correct=0.8976
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.DP.1.1,"",n_ukeys=43,n_missing_cqso=6,avg_shipped=0.7555 avg_correct=0.8781
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.DP.1.2,"",n_ukeys=49,n_missing_cqso=6,avg_shipped=0.7756 avg_correct=0.8838
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.FR.1.1,"",n_ukeys=64,n_missing_cqso=25,avg_shipped=0.5460 avg_correct=0.8960
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.FR.1.2,"",n_ukeys=24,n_missing_cqso=16,avg_shipped=0.3015 avg_correct=0.9044
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.GR.1.1,"",n_ukeys=42,n_missing_cqso=16,avg_shipped=0.5857 avg_correct=0.9461
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.GR.1.2,"",n_ukeys=8,n_missing_cqso=4,avg_shipped=0.4572 avg_correct=0.9144
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.M.1.1,"",n_ukeys=83,n_missing_cqso=15,avg_shipped=0.7132 avg_correct=0.8705
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.M.1.3,"",n_ukeys=35,n_missing_cqso=6,avg_shipped=0.6165 avg_correct=0.7441
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.M.2.1,"",n_ukeys=53,n_missing_cqso=15,avg_shipped=0.5909 avg_correct=0.8242
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.M.2.2,"",n_ukeys=69,n_missing_cqso=16,avg_shipped=0.6197 avg_correct=0.8068
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.MD.3.8.b,"",n_ukeys=10,n_missing_cqso=1,avg_shipped=0.7496 avg_correct=0.8329
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.NBT.1.3,"",n_ukeys=22,n_missing_cqso=7,avg_shipped=0.5819 avg_correct=0.8535
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.NBT.1.4,"",n_ukeys=8,n_missing_cqso=3,avg_shipped=0.4913 avg_correct=0.7862
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.NBT.2.5,"",n_ukeys=41,n_missing_cqso=7,avg_shipped=0.6687 avg_correct=0.8064
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.NBT.2.8,"",n_ukeys=5,n_missing_cqso=3,avg_shipped=0.2074 avg_correct=0.5185
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.OA.1.1,"",n_ukeys=9,n_missing_cqso=2,avg_shipped=0.6340 avg_correct=0.8152
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.OA.2.2,"",n_ukeys=18,n_missing_cqso=2,avg_shipped=0.6995 avg_correct=0.7869
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.MAFS.2.OA.3.4,"",n_ukeys=13,n_missing_cqso=1,avg_shipped=0.7553 avg_correct=0.8183
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.1.1,"",n_ukeys=51,n_missing_cqso=12,avg_shipped=0.6628 avg_correct=0.8667
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.1.2,"",n_ukeys=41,n_missing_cqso=15,avg_shipped=0.4910 avg_correct=0.7742
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.1.3,"",n_ukeys=22,n_missing_cqso=7,avg_shipped=0.5563 avg_correct=0.8159
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.2,"",n_ukeys=209,n_missing_cqso=43,avg_shipped=0.6285 avg_correct=0.7913
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.2.1,"",n_ukeys=36,n_missing_cqso=6,avg_shipped=0.6812 avg_correct=0.8174
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.2.NSO.2.4,"",n_ukeys=90,n_missing_cqso=28,avg_shipped=0.5519 avg_correct=0.8012
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.1.1,"",n_ukeys=23,n_missing_cqso=3,avg_shipped=0.6730 avg_correct=0.7740
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.1.2,"",n_ukeys=118,n_missing_cqso=18,avg_shipped=0.7093 avg_correct=0.8369
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.2.1,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.6811 avg_correct=0.9081
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.2.3,"",n_ukeys=14,n_missing_cqso=2,avg_shipped=0.7846 avg_correct=0.9153
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.3,"",n_ukeys=25,n_missing_cqso=4,avg_shipped=0.7319 avg_correct=0.8713
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.AR.3.3,"",n_ukeys=15,n_missing_cqso=4,avg_shipped=0.6118 avg_correct=0.8343
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.DP.1.1,"",n_ukeys=45,n_missing_cqso=2,avg_shipped=0.8051 avg_correct=0.8425
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.DP.1.2,"",n_ukeys=20,n_missing_cqso=2,avg_shipped=0.7404 avg_correct=0.8226
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.FR.1.2,"",n_ukeys=19,n_missing_cqso=1,avg_shipped=0.7347 avg_correct=0.7756
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.FR.1.3,"",n_ukeys=21,n_missing_cqso=2,avg_shipped=0.7817 avg_correct=0.8640
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.1,"",n_ukeys=37,n_missing_cqso=9,avg_shipped=0.6382 avg_correct=0.8433
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.1.2,"",n_ukeys=51,n_missing_cqso=11,avg_shipped=0.6203 avg_correct=0.7909
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.2.1,"",n_ukeys=19,n_missing_cqso=3,avg_shipped=0.6877 avg_correct=0.8166
